"chromosome" "start" "end"
"2906" "chr11" 11870425 11926327
"17449" "chr5" 141039142 141041021
"7241" "chr15" 79116657 79158527
"16091" "chr5" 36546669 36549216
"16632" "chr5" 114649787 114700767
"944" "chr1" 134252891 134264464
"303" "chr1" 59383514 59409292
"7677" "chr15" 100946185 100950455
"1050" "chr1" 136352131 136387450
"23632" "chr9" 108474643 108481001
"20773" "chr7" 148624413 148629252
"305" "chr1" 59539022 59543799
"23265" "chr9" 61221341 61266304
"8029" "chr16" 20548675 20561676
"13231" "chr3" 51287887 51300134
"275" "chr1" 57434525 57440462
"14955" "chr4" 126393246 126413513
"3424" "chr11" 64792598 64815571
"10059" "chr17" 86567748 87054029
"14227" "chr4" 41604528 41642474
"16755" "chr5" 119173996 119215446
"18199" "chr6" 82675041 82724453
"9411" "chr17" 34282360 34297174
"6098" "chr14" 21210452 21212777
"1144" "chr1" 137625773 137648806
"8060" "chr16" 22245813 22266002
"8158" "chr16" 31092498 31201324
"3817" "chr11" 80290548 80294028
"4026" "chr11" 97021023 97049206
"20676" "chr7" 143045364 143047395
"14335" "chr4" 47482705 47487197
"1671" "chr1" 188335760 188382560
"1106" "chr1" 137198111 137210314
"20689" "chr7" 146399180 146414907
"12482" "chr2" 154202063 154233817
"22962" "chr9" 26781725 26807134
"21226" "chr8" 36645625 36652026
"485" "chr1" 75482400 75502216
"6393" "chr14" 52604533 52625922
"20073" "chr7" 107685613 107688326
"11439" "chr19" 55141757 55177617
"12188" "chr2" 119176993 119180117
"18856" "chr6" 134799120 134807901
"4668" "chr12" 8304723 8308760
"7082" "chr15" 75487462 75509220
"9209" "chr17" 28995355 29027253
"14355" "chr4" 53024795 53034931
"14050" "chr3" 152059657 152125790
"22124" "chr8" 122333124 122364440
"10272" "chr18" 35097086 35113977
"8909" "chr17" 24610497 24615988
"10848" "chr19" 8848981 8860907
"21038" "chr8" 13200729 13207713
"7696" "chr15" 101827141 101834773
"6245" "chr14" 26406289 26410147
"15720" "chr5" 23825406 23835409
"8249" "chr16" 34651296 34678696
"8858" "chr17" 24054424 24056408
"12206" "chr2" 120332565 120389567
"10483" "chr18" 67448876 67478495
"4671" "chr12" 8304723 8308760
"20329" "chr7" 121190301 121261295
"16612" "chr5" 114192454 114221658
"6513" "chr14" 63741301 63764758
"22587" "chr8" 127386986 127413957
"8448" "chr16" 78301935 78360030
"8079" "chr16" 24448176 24981116
"14375" "chr4" 53838933 53873461
"17193" "chr5" 136363928 136365431
"21445" "chr8" 73173009 73183580
"1983" "chr10" 59465586 59562734
"5792" "chr13" 52182975 52192037
"21223" "chr8" 36645625 36652026
"2850" "chr11" 5420969 5425875
"4254" "chr11" 104438717 104447085
"20554" "chr7" 134890288 134912442
"20392" "chr7" 127778702 127803037
"6995" "chr15" 66765719 66801203
"17262" "chr5" 137791384 137819897
"6687" "chr14" 105988692 105994145
"12343" "chr2" 144285063 144293530
"8606" "chr16" 93583705 93604048
"5570" "chr13" 8885219 8891614
"23338" "chr9" 67065942 67109902
"4306" "chr11" 107858237 107858267
"15023" "chr4" 129190887 129193219
"13779" "chr3" 107550650 107563387
"7477" "chr15" 85724636 85727823
"12700" "chr2" 160471632 160548499
"21056" "chr8" 13465373 13494535
"13628" "chr3" 96000510 96001509
"1504" "chr1" 174056902 174065911
"23406" "chr9" 78326260 78329531
"9921" "chr17" 73984930 73989560
"10865" "chr19" 9016409 9026790
"11091" "chr19" 37248332 37271031
"17326" "chr5" 139452928 139470907
"18937" "chr7" 4612122 4636565
"15767" "chr5" 24218086 24236498
"22288" "chr8" 124405049 124431572
"11121" "chr19" 40366529 40476800
"16474" "chr5" 101083741 101103270
"1266" "chr1" 155004438 155033577
"2731" "chr10" 127114119 127138103
"14676" "chr4" 107478637 107495627
"5196" "chr12" 85493784 85534980
"2384" "chr10" 80645761 80655743
"7480" "chr15" 85729187 85864207
"18384" "chr6" 88666417 88675854
"15041" "chr4" 129497464 129527219
"17410" "chr5" 140227236 140230801
"14890" "chr4" 122624093 122638413
"17495" "chr5" 143105537 143145324
"1148" "chr1" 137647797 137648147
"11172" "chr19" 42056252 42109131
"1756" "chr1" 193714109 193723008
"20032" "chr7" 106127758 106289623
"3678" "chr11" 75275040 75280192
"19423" "chr7" 36234116 36251018
"8486" "chr16" 87483569 87496114
"698" "chr1" 95582270 95592339
"8694" "chr17" 5490231 5492513
"11831" "chr2" 32988938 32991135
"2380" "chr10" 80625787 80630559
"7499" "chr15" 86044888 86328933
"10876" "chr19" 9063773 9151409
"9833" "chr17" 65929394 65962881
"22402" "chr8" 125153890 125202075
"4319" "chr11" 109224107 109262683
"20165" "chr7" 116667424 116688777
"4296" "chr11" 106939833 106993236
"21777" "chr8" 107829508 107834660
"19002" "chr7" 16894986 16903683
"20260" "chr7" 119369403 119496926
"6204" "chr14" 25959280 25962727
"19942" "chr7" 89319727 89455927
"3192" "chr11" 58701654 58717727
"1200" "chr1" 141070286 141072615
"5203" "chr12" 85658079 85684674
"3465" "chr11" 68022865 68200328
"14695" "chr4" 108000774 108013323
"7065" "chr15" 74545268 74547499
"12683" "chr2" 158492871 158588609
"5329" "chr12" 99672203 99812922
"5048" "chr12" 76551867 76697187
"8791" "chr17" 13849454 13850191
"11313" "chr19" 46697890 46731874
"7063" "chr15" 74404531 74419894
"14675" "chr4" 107379638 107389562
"215" "chr1" 44204588 44206367
"12121" "chr2" 103561415 103601407
"12632" "chr2" 157193353 157222498
"18266" "chr6" 84099867 84161036
"10046" "chr17" 85104586 85190126
"5925" "chr13" 81917771 81922768
"15805" "chr5" 24606792 24608185
"23234" "chr9" 57598517 57613667
"11020" "chr19" 26679649 26852811
"20239" "chr7" 118011780 118070030
"1034" "chr1" 136095798 136132004
"23717" "chr9" 117974212 118059198
"7401" "chr15" 83314201 83341307
"19171" "chr7" 26444182 26453051
"4590" "chr12" 3954950 3960618
"9132" "chr17" 27701329 27701695
"2866" "chr11" 5876767 5878515
"7902" "chr16" 13109828 13148827
"16491" "chr5" 104121438 104245447
"19284" "chr7" 29581990 29583980
"9383" "chr17" 33811896 33822348
"17230" "chr5" 136724004 137041698
"20066" "chr7" 107434029 107467490
"22987" "chr9" 30706739 30730037
"18744" "chr6" 120843136 120866838
"15798" "chr5" 24606792 24608185
"22208" "chr8" 123105165 123112975
"20027" "chr7" 106035261 106165184
"19236" "chr7" 28645603 28665844
"2723" "chr10" 126727865 126733342
"11467" "chr19" 56861976 56864255
"9221" "chr17" 29194418 29215906
"19448" "chr7" 39005691 39012978
"54" "chr1" 33726687 33727557
"23082" "chr9" 41772806 41776550
"625" "chr1" 92895313 93022322
"10069" "chr17" 86567748 87054029
"18152" "chr6" 72305476 72309756
"7730" "chr15" 103144325 103164758
"4575" "chr12" 3803311 3806221
"18889" "chr6" 145756902 145766104
"12375" "chr2" 148697467 148701204
"10984" "chr19" 21852831 21932817
"9605" "chr17" 46546577 46550820
"9947" "chr17" 79053303 79088147
"12797" "chr2" 165652681 165722450
"2611" "chr10" 110943341 110945704
"10920" "chr19" 10708781 10739652
"19530" "chr7" 52490119 52490438
"13254" "chr3" 52072295 52153460
"7088" "chr15" 75609709 75658639
"15580" "chr4" 154497870 154514834
"419" "chr1" 74036295 74045042
"18882" "chr6" 142770060 142912972
"8241" "chr16" 34152110 34263286
"17157" "chr5" 135499441 135526969
"17178" "chr5" 135911360 135934112
"20647" "chr7" 140050917 140052695
"9632" "chr17" 46819940 46841896
"6659" "chr14" 79859743 79881075
"21834" "chr8" 108736275 108761958
"13403" "chr3" 83966650 84063700
"5858" "chr13" 63341350 63427404
"10603" "chr19" 4000579 4003814
"104" "chr1" 36236098 36301094
"19597" "chr7" 54246067 54263579
"10842" "chr19" 7631974 7663035
"23660" "chr9" 109834367 109986451
"21664" "chr8" 93352735 93578407
"958" "chr1" 134776931 134836534
"9204" "chr17" 28829512 28885350
"839" "chr1" 127573571 127770438
"15704" "chr5" 23356414 23360742
"18451" "chr6" 90730475 90732024
"3300" "chr11" 60214131 60230507
"14165" "chr4" 35138533 35173372
"9059" "chr17" 26642535 26645406
"6989" "chr15" 66722954 66754761
"15708" "chr5" 23466753 23536501
"2337" "chr10" 80128073 80139038
"3634" "chr11" 72254879 72265052
"3971" "chr11" 94887571 94902629
"16139" "chr5" 38918051 38952834
"8287" "chr16" 35311216 35364004
"14183" "chr4" 40751634 40801031
"17902" "chr6" 34601357 34603894
"21125" "chr8" 26127751 26133731
"9853" "chr17" 66843851 66869010
"8234" "chr16" 34152110 34263051
"14065" "chr3" 157686372 157699603
"969" "chr1" 135028039 135033805
"18651" "chr6" 114593142 114809954
"13454" "chr3" 87946316 87973562
"10113" "chr17" 87832756 87846183
"2164" "chr10" 75911888 75923850
"859" "chr1" 129383128 129574598
"4219" "chr11" 102855369 102858862
"6725" "chr14" 122874605 122879550
"10332" "chr18" 38356347 38369416
"14742" "chr4" 115557004 115560569
"2444" "chr10" 82448241 82658636
"13761" "chr3" 107129027 107136207
"19689" "chr7" 73984620 74297511
"19064" "chr7" 19967387 19981041
"10140" "chr18" 4634926 4682867
"5115" "chr12" 81268533 81273131
"7308" "chr15" 81575277 81626699
"5909" "chr13" 75837609 75844620
"21300" "chr8" 47556395 47621404
"518" "chr1" 82447297 82583424
"12222" "chr2" 121287401 121299759
"19762" "chr7" 80649873 80686632
"12354" "chr2" 145501260 145540725
"20636" "chr7" 139903766 139968599
"10875" "chr19" 9063773 9151409
"18082" "chr6" 55153376 55270216
"7664" "chr15" 100218330 100253414
"15982" "chr5" 34519228 34530359
"4618" "chr12" 4776144 4785072
"8206" "chr16" 33400530 33503989
"18312" "chr6" 86433369 86438221
"8973" "chr17" 25397455 25410338
"14478" "chr4" 70092960 70195962
"3283" "chr11" 59953583 60012697
"11375" "chr19" 47861069 47993789
"20706" "chr7" 146575008 146765544
"453" "chr1" 74787160 74795151
"4754" "chr12" 9036802 9043203
"20615" "chr7" 138009423 138056816
"22069" "chr8" 121868437 121872829
"5216" "chr12" 86263966 86311815
"18643" "chr6" 114593142 114809954
"5292" "chr12" 88221650 88225761
"21272" "chr8" 42426018 42459981
"7168" "chr15" 77578228 77585678
"2155" "chr10" 75398159 75400479
"8963" "chr17" 25153667 25236431
"5849" "chr13" 60585293 60590088
"865" "chr1" 129765368 129840445
"7235" "chr15" 78985355 78985852
"4545" "chr11" 120823054 120852647
"3782" "chr11" 78320556 78325670
"5974" "chr13" 100194395 100286495
"9153" "chr17" 27851394 27865865
"16132" "chr5" 38611872 38622229
"13436" "chr3" 87329528 87344078
"3472" "chr11" 68022865 68200328
"23108" "chr9" 43802066 43808756
"8548" "chr16" 91574752 91597925
"1402" "chr1" 167794785 167807407
"19690" "chr7" 74348967 74367344
"20559" "chr7" 134950357 134968045
"47" "chr1" 24035038 24107172
"13489" "chr3" 88754285 88789712
"3830" "chr11" 82532751 82577808
"3867" "chr11" 86358509 86380862
"20158" "chr7" 116154393 116177973
"3957" "chr11" 94401111 94410513
"21273" "chr8" 42482818 42502428
"21373" "chr8" 64391856 64401631
"20089" "chr7" 108018259 108043204
"20815" "chr7" 149561820 149573775
"21987" "chr8" 114388797 114400575
"3286" "chr11" 60012590 60034106
"12030" "chr2" 77300750 77318995
"6463" "chr14" 57287084 57316267
"11074" "chr19" 36186454 36194334
"6406" "chr14" 54878971 54888840
"4036" "chr11" 97311473 97363714
"15933" "chr5" 33361539 33370615
"18438" "chr6" 90554873 90596406
"11231" "chr19" 44831883 44910517
"1737" "chr1" 193175859 193220920
"19935" "chr7" 88907838 88914376
"13873" "chr3" 121426454 121437961
"19737" "chr7" 75886478 75894124
"21696" "chr8" 97125865 97129046
"12794" "chr2" 165609653 165710188
"16354" "chr5" 88983507 88985108
"1522" "chr1" 174430376 174437506
"14612" "chr4" 102242699 102279867
"3743" "chr11" 77342663 77421317
"10034" "chr17" 84533372 84539181
"21283" "chr8" 46744156 46913258
"7418" "chr15" 83998245 84019951
"13441" "chr3" 87553018 87572875
"12475" "chr2" 153606614 153620918
"13758" "chr3" 107038448 107042625
"17396" "chr5" 140019851 140024132
"6285" "chr14" 31362334 31387908
"10090" "chr17" 87507018 87536925
"10854" "chr19" 8893890 8908632
"15269" "chr4" 135841983 135849857
"562" "chr1" 88423310 88427273
"15695" "chr5" 23049979 23181786
"7421" "chr15" 84062472 84146039
"3485" "chr11" 68505817 68630126
"1956" "chr10" 58063536 58138444
"10634" "chr19" 4425666 4439424
"2492" "chr10" 85763156 85812250
"10053" "chr17" 86567513 87054029
"22785" "chr8" 131209680 131257097
"3179" "chr11" 57917730 57932096
"8054" "chr16" 21794419 21809110
"14960" "chr4" 126803289 126806888
"9106" "chr17" 27095068 27095096
"13152" "chr3" 30501008 30517416
"92" "chr1" 35936689 35937964
"2200" "chr10" 77450015 77472494
"22338" "chr8" 124806040 124861147
"11687" "chr2" 29557712 29586132
"1285" "chr1" 156910652 156930394
"1356" "chr1" 165315039 165333772
"17603" "chr5" 147656646 147659302
"17787" "chr6" 29222671 29225442
"2099" "chr10" 70688224 70698050
"7821" "chr16" 5211920 5222373
"19289" "chr7" 29595931 29607261
"19067" "chr7" 20011423 20013650
"3016" "chr11" 33112418 33413626
"21906" "chr8" 110007231 110070052
"17733" "chr6" 7795332 7822047
"19506" "chr7" 52242292 52249967
"19076" "chr7" 20150297 20158692
"20701" "chr7" 146434380 146453152
"5866" "chr13" 63402580 63404179
"722" "chr1" 106665395 106892058
"19336" "chr7" 30105396 30139316
"15874" "chr5" 31357183 31380852
"3261" "chr11" 59597394 59601159
"10392" "chr18" 53845148 53904201
"18229" "chr6" 83227405 83253810
"16832" "chr5" 122345417 122366743
"4724" "chr12" 8879995 8884265
"6526" "chr14" 63991673 64036024
"17295" "chr5" 138220145 138221335
"3414" "chr11" 62945011 62973048
"9036" "chr17" 26260476 26263558
"10412" "chr18" 60685874 60718416
"10297" "chr18" 36014344 36021342
"5119" "chr12" 81268533 81273131
"14066" "chr3" 159502658 159598042
"22671" "chr8" 128822478 128919877
"6375" "chr14" 47503849 47703290
"21391" "chr8" 72315132 72331644
"6736" "chr15" 4325490 4525577
"12952" "chr2" 170230680 170232675
"13290" "chr3" 58428234 58441129
"12367" "chr2" 146838795 146903733
"14876" "chr4" 120339167 120340425
"21209" "chr8" 35217641 35233873
"482" "chr1" 75447084 75470915
"11860" "chr2" 34749274 34769496
"20626" "chr7" 138486231 138506212
"7795" "chr16" 4874784 4879818
"9046" "chr17" 26551909 26578740
"3001" "chr11" 32126510 32132700
"8716" "chr17" 6106436 6138792
"3855" "chr11" 84634229 84642488
"14109" "chr4" 14791365 14842407
"14430" "chr4" 58449011 58512240
"18024" "chr6" 49269351 49291580
"420" "chr1" 74036295 74045042
"6078" "chr14" 14781527 14793739
"18536" "chr6" 97188521 97202774
"13420" "chr3" 85378050 85458392
"5367" "chr12" 102245196 102253024
"22852" "chr9" 20986059 21016054
"604" "chr1" 91524327 91791857
"10693" "chr19" 5425156 5427313
"30" "chr1" 16095962 16122631
"430" "chr1" 74172114 74194797
"20062" "chr7" 107307786 107309875
"11613" "chr2" 25322231 25325269
"4813" "chr12" 29315963 29320790
"4488" "chr11" 119682125 119695679
"7452" "chr15" 85411571 85424138
"2624" "chr10" 116160122 116166233
"12204" "chr2" 120207039 120229825
"22754" "chr8" 129933455 129939697
"22526" "chr8" 126755293 126869622
"13227" "chr3" 51068790 51144562
"17961" "chr6" 38647904 38787310
"14991" "chr4" 128670508 128688773
"14239" "chr4" 43045381 43053030
"2042" "chr10" 62275456 62328011
"10152" "chr18" 5603741 5642871
"11285" "chr19" 46402676 46404936
"23801" "chr9" 123438999 123501716
"17772" "chr6" 25881425 25927227
"16262" "chr5" 73164451 73259722
"20611" "chr7" 137836069 137908298
"15746" "chr5" 24010243 24032666
"18841" "chr6" 133985724 134220165
"21420" "chr8" 72897456 72905965
"1607" "chr1" 182872648 182905235
"4567" "chr12" 3572522 3781505
"9554" "chr17" 45528838 45570656
"2115" "chr10" 74429975 74478622
"20896" "chr7" 151361424 151582336
"999" "chr1" 135197537 135200007
"350" "chr1" 64579377 64651122
"20429" "chr7" 130422784 130513398
"20976" "chr8" 11477928 11480241
"20900" "chr7" 151470289 151608580
"22101" "chr8" 122190264 122211920
"14864" "chr4" 119939682 119959866
"19499" "chr7" 52155742 52184860
"22258" "chr8" 124254462 124318176
"2638" "chr10" 116488053 116500870
"6823" "chr15" 35225866 35233060
"22544" "chr8" 126848677 126855695
"21603" "chr8" 86697631 86700451
"18039" "chr6" 51473899 51540669
"5240" "chr12" 86814850 86818219
"14882" "chr4" 120640929 120689852
"11865" "chr2" 34965029 34986243
"8709" "chr17" 5975640 6044290
"8836" "chr17" 23737822 23747986
"16807" "chr5" 121821738 121835580
"22883" "chr9" 21393125 21397190
"15394" "chr4" 141023804 141050313
"13685" "chr3" 101181728 101264782
"7200" "chr15" 78229985 78236289
"9894" "chr17" 73186043 73200535
"7287" "chr15" 79963583 79992132
"14568" "chr4" 94742359 94822969
"22921" "chr9" 21807478 21818666
"3423" "chr11" 64792598 64815571
"2334" "chr10" 80134480 80138685
"23471" "chr9" 96585841 96619864
"6554" "chr14" 66437874 66452721
"12459" "chr2" 153285481 153318253
"8874" "chr17" 24215659 24287866
"9654" "chr17" 47767638 47821016
"2181" "chr10" 76720520 76721968
"11945" "chr2" 60131816 60221288
"3417" "chr11" 62945011 62973048
"5884" "chr13" 67140519 67162085
"20375" "chr7" 125387420 125389065
"23064" "chr9" 40609355 40613282
"19490" "chr7" 52105385 52110780
"15191" "chr4" 133830920 133843747
"20428" "chr7" 130358379 130416765
"1736" "chr1" 193175859 193220920
"17806" "chr6" 29685502 29711359
"23797" "chr9" 123387823 123430635
"11402" "chr19" 53524693 53528626
"17583" "chr5" 145901265 145908943
"21299" "chr8" 47556395 47621404
"3509" "chr11" 68873276 68875078
"21694" "chr8" 97098840 97113307
"19727" "chr7" 75293456 75378553
"4821" "chr12" 29436730 29552356
"8357" "chr16" 43762354 43822952
"9138" "chr17" 27716335 27760397
"11352" "chr19" 47341402 47389241
"15681" "chr5" 21291100 21309602
"16219" "chr5" 65590934 65651654
"11083" "chr19" 36908863 36947041
"4313" "chr11" 108781679 108812095
"4387" "chr11" 116346844 116351651
"21412" "chr8" 72748508 72758321
"7091" "chr15" 75740164 75744965
"19471" "chr7" 51723483 51727021
"19857" "chr7" 87406105 87410260
"12853" "chr2" 166869495 166888216
"23115" "chr9" 43957344 44042129
"15076" "chr4" 130125774 130168392
"7886" "chr16" 11061037 11075071
"14074" "chr4" 3866034 3870670
"11476" "chr19" 57107753 57271982
"2705" "chr10" 126415973 126434797
"4980" "chr12" 66066790 66123560
"6825" "chr15" 36306306 36319927
"14780" "chr4" 116792483 116793880
"22333" "chr8" 124806040 124861147
"19222" "chr7" 28345501 28367113
"22310" "chr8" 124530990 124549969
"20599" "chr7" 135920284 135927301
"11854" "chr2" 34640550 34655311
"20454" "chr7" 132973180 133018311
"7670" "chr15" 100333226 100382378
"18768" "chr6" 124443151 124460661
"13235" "chr3" 51319239 51364745
"13313" "chr3" 65633037 65676203
"4925" "chr12" 53037085 53072308
"6844" "chr15" 38224167 38230462
"11190" "chr19" 42593294 42666746
"8019" "chr16" 20097626 20127817
"19562" "chr7" 53062008 53069656
"8340" "chr16" 38623275 38713148
"13643" "chr3" 96380906 96384586
"5267" "chr12" 88019649 88033041
"4341" "chr11" 115110482 115128557
"5636" "chr13" 29417174 29947457
"16779" "chr5" 120933292 120953627
"13230" "chr3" 51209400 51212877
"4263" "chr11" 105262967 105318038
"243" "chr1" 52714300 52766599
"12564" "chr2" 156023571 156026283
"21525" "chr8" 75338497 75876455
"4140" "chr11" 100627645 100632271
"1988" "chr10" 59740485 59765348
"22409" "chr8" 125284909 125286661
"4676" "chr12" 8350406 8350628
"22996" "chr9" 30706739 30730037
"20845" "chr7" 150255272 150256992
"21460" "chr8" 73300805 73301484
"14143" "chr4" 32744093 32862192
"1649" "chr1" 184205900 184212890
"21092" "chr8" 23327513 23329069
"13927" "chr3" 127239631 127256267
"9550" "chr17" 44374054 44388668
"14511" "chr4" 82141887 82151005
"3777" "chr11" 78210777 78235687
"5148" "chr12" 82024422 82025434
"7686" "chr15" 101097292 101105223
"6879" "chr15" 57701056 57723973
"2531" "chr10" 92711629 92773782
"17327" "chr5" 139452928 139470907
"3379" "chr11" 62062485 62079954
"21665" "chr8" 93352735 93578407
"9976" "chr17" 80452712 80461674
"5505" "chr12" 113842224 113853768
"2434" "chr10" 82274867 82286987
"19039" "chr7" 19671837 19678451
"51" "chr1" 33510655 33726603
"12771" "chr2" 164703586 164705276
"9151" "chr17" 27851394 27865865
"3693" "chr11" 75465010 75488136
"2745" "chr10" 127529515 127566359
"16996" "chr5" 125048792 125077658
"20682" "chr7" 146038277 146074739
"554" "chr1" 88322904 88324615
"20778" "chr7" 148647040 148652512
"19460" "chr7" 48734243 48755260
"7911" "chr16" 13538056 13668263
"15036" "chr4" 129353598 129374082
"7640" "chr15" 99608938 99650503
"3469" "chr11" 68022865 68200328
"8933" "chr17" 24856477 24856894
"5680" "chr13" 37917907 38027403
"14043" "chr3" 151906789 151916674
"14912" "chr4" 124663673 124686343
"10455" "chr18" 61810627 61825191
"23327" "chr9" 66870399 66880671
"6419" "chr14" 55134942 55136244
"13757" "chr3" 106986060 106998639
"19589" "chr7" 54052040 54079167
"7242" "chr15" 79116657 79158527
"20214" "chr7" 117771182 117773333
"2307" "chr10" 79855285 79862111
"12854" "chr2" 166869495 166888216
"16456" "chr5" 100384954 100407957
"20416" "chr7" 129432638 129777915
"1933" "chr10" 44166522 44248307
"15061" "chr4" 129841697 129852046
"17514" "chr5" 143516533 143579066
"12848" "chr2" 166731595 166771763
"8968" "chr17" 25299405 25308858
"16841" "chr5" 122310224 122497834
"18272" "chr6" 84362935 84373832
"13948" "chr3" 135069377 135086397
"12031" "chr2" 77249156 77654873
"1389" "chr1" 167142416 167167074
"6610" "chr14" 73909855 73918352
"17401" "chr5" 140182649 140208788
"21151" "chr8" 28134330 28149896
"1960" "chr10" 58604374 58684595
"15971" "chr5" 34064954 34079712
"5447" "chr12" 111975471 111976563
"11410" "chr19" 53674936 53719638
"15504" "chr4" 149118144 149148376
"19045" "chr7" 19747638 19751476
"7427" "chr15" 84211446 84276975
"20307" "chr7" 120046793 120050288
"16497" "chr5" 104183180 104284341
"4540" "chr11" 120687855 120735113
"4557" "chr12" 3235512 3250377
"7283" "chr15" 79921763 79949931
"12135" "chr2" 104670897 104689617
"943" "chr1" 134252891 134264464
"6033" "chr13" 113999866 114008312
"1973" "chr10" 59356631 59360464
"5168" "chr12" 83441648 83499163
"20691" "chr7" 146399180 146414907
"7956" "chr16" 17509063 17526423
"3510" "chr11" 68873276 68875078
"19890" "chr7" 87780905 87788934
"6270" "chr14" 28242019 28285732
"1566" "chr1" 181676221 181684203
"1646" "chr1" 184054880 184062519
"3696" "chr11" 75469516 75488136
"9164" "chr17" 28144529 28199581
"9291" "chr17" 30354485 30713114
"16359" "chr5" 89316284 89668681
"10226" "chr18" 24762461 24797331
"9339" "chr17" 32185229 32197549
"4122" "chr11" 100277010 100286139
"1968" "chr10" 58786120 58835079
"12945" "chr2" 169935578 169956720
"5710" "chr13" 43460874 43490572
"12436" "chr2" 152757633 152758944
"14195" "chr4" 40883449 40895270
"6095" "chr14" 21210452 21212777
"22031" "chr8" 119781016 119970088
"22849" "chr9" 20970234 21016054
"20353" "chr7" 123236893 123248724
"5602" "chr13" 18809167 18958670
"15750" "chr5" 24092561 24100213
"5864" "chr13" 63374306 63396476
"15436" "chr4" 144766675 144784845
"14722" "chr4" 109125461 109149110
"5717" "chr13" 45017448 45078366
"4087" "chr11" 98629248 98636556
"1249" "chr1" 154684124 154725298
"17048" "chr5" 125868408 125870440
"21267" "chr8" 42011594 42076124
"18127" "chr6" 71657853 71760696
"14350" "chr4" 49644973 49669758
"4790" "chr12" 21275666 21291972
"9936" "chr17" 75404868 75791109
"2172" "chr10" 76514923 76576450
"9910" "chr17" 73267665 73291282
"14154" "chr4" 33332397 33335762
"12829" "chr2" 165898588 165980785
"14252" "chr4" 43527582 43536260
"707" "chr1" 99666755 99689548
"6641" "chr14" 77077385 77086909
"8574" "chr16" 92058566 92112472
"8953" "chr17" 25034498 25044331
"12449" "chr2" 153158343 153159125
"11358" "chr19" 47341402 47389241
"1644" "chr1" 184054880 184062519
"20352" "chr7" 122614857 123182258
"22481" "chr8" 125967207 125987799
"11966" "chr2" 68100847 68310038
"15017" "chr4" 129013269 129031791
"1446" "chr1" 172072133 172105077
"20752" "chr7" 148317184 148342053
"15406" "chr4" 141302589 141315178
"12077" "chr2" 91898736 91902320
"11007" "chr19" 24207012 24221559
"9087" "chr17" 26975609 26978510
"8420" "chr16" 58404990 58408365
"7773" "chr16" 4639993 4650787
"13500" "chr3" 89072167 89074480
"13122" "chr3" 21975573 22115516
"15202" "chr4" 134066913 134079837
"21415" "chr8" 72826683 72836889
"6024" "chr13" 113078725 113146389
"20184" "chr7" 116942162 116984441
"1684" "chr1" 188959171 188966963
"9911" "chr17" 73457333 73592706
"4996" "chr12" 70791438 70825805
"22251" "chr8" 124123367 124175833
"23366" "chr9" 72380046 72470756
"6747" "chr15" 7090540 7141218
"2729" "chr10" 127080041 127098043
"17404" "chr5" 140182649 140208788
"12976" "chr2" 173935865 173948203
"10601" "chr19" 3986570 3990005
"16171" "chr5" 52929102 52957519
"7135" "chr15" 76563886 76648581
"8820" "chr17" 17974472 17976035
